date,entry_time,entry_price,entry_strike,exit_time,exit_price,exit_strike,exit_reason,pnl
2026-02-03,2026-02-03 09:15:00+05:30,351.05,25800.0,2026-02-03 09:16:00+05:30,384.8,25800.0,Stop Loss,-33.75
2026-02-03,2026-02-03 09:21:00+05:30,417.35,25800.0,2026-02-03 09:22:00+05:30,426.05,25800.0,Stop Loss,-8.699999999999989
2026-02-03,2026-02-03 09:28:00+05:30,403.2,25800.0,2026-02-03 15:29:00+05:30,300.0,25800.0,EOD,103.19999999999999
