date,option_type,entry_time,entry_price,entry_strike,entry_spot,exit_time,exit_price,exit_strike,exit_spot,exit_reason,pnl
2026-02-04,CALL,2026-02-04 09:15:00+05:30,399.8,83400.0,83443.94,2026-02-04 09:16:00+05:30,412.5,83400.0,83491.86,Stop Loss,-12.699999999999989
2026-02-04,PUT,2026-02-04 09:15:00+05:30,345.8,83400.0,83443.94,2026-02-04 15:29:00+05:30,139.0,83400.0,83713.53,EOD,206.8
2026-02-04,CALL,2026-02-04 09:19:00+05:30,455.95,83400.0,83609.83,2026-02-04 09:20:00+05:30,490.25,83400.0,83668.81,Stop Loss,-34.30000000000001
2026-02-04,CALL,2026-02-04 09:21:00+05:30,450.5,83400.0,83621.57,2026-02-04 09:22:00+05:30,495.7,83400.0,83676.53,Stop Loss,-45.19999999999999
2026-02-04,CALL,2026-02-04 09:28:00+05:30,555.05,83400.0,83781.31,2026-02-04 09:31:00+05:30,592.75,83400.0,83847.51,Stop Loss,-37.700000000000045
2026-02-04,CALL,2026-02-04 09:32:00+05:30,595.15,83400.0,83857.53,2026-02-04 09:43:00+05:30,598.4,83400.0,83866.25,Stop Loss,-3.25
2026-02-04,CALL,2026-02-04 09:46:00+05:30,615.05,83400.0,83874.87,2026-02-04 14:17:00+05:30,617.75,83400.0,83874.76,Stop Loss,-2.7000000000000455
2026-02-04,CALL,2026-02-04 14:19:00+05:30,625.35,83400.0,83901.21,2026-02-04 14:20:00+05:30,636.0,83400.0,83919.48,Stop Loss,-10.649999999999977
2026-02-04,CALL,2026-02-04 14:22:00+05:30,619.4,83400.0,83908.18,2026-02-04 14:38:00+05:30,624.35,83400.0,83921.86,Stop Loss,-4.9500000000000455
2026-02-04,CALL,2026-02-04 14:39:00+05:30,618.5,83400.0,83923.84,2026-02-04 14:40:00+05:30,624.0,83400.0,83912.62,Stop Loss,-5.5
2026-02-04,CALL,2026-02-04 14:41:00+05:30,610.65,83400.0,83924.16,2026-02-04 14:44:00+05:30,614.65,83400.0,83938.69,Stop Loss,-4.0
2026-02-04,CALL,2026-02-04 14:45:00+05:30,603.25,83400.0,83898.04,2026-02-04 15:00:00+05:30,604.7,83400.0,83895.35,Stop Loss,-1.4500000000000455
2026-02-04,CALL,2026-02-04 15:01:00+05:30,567.5,83400.0,83890.79,2026-02-04 15:03:00+05:30,574.1,83400.0,83899.72,Stop Loss,-6.600000000000023
2026-02-04,CALL,2026-02-04 15:04:00+05:30,555.35,83400.0,83835.66,2026-02-04 15:05:00+05:30,562.3,83400.0,83846.89,Stop Loss,-6.949999999999932
2026-02-04,CALL,2026-02-04 15:06:00+05:30,567.2,83400.0,83862.27,2026-02-04 15:29:00+05:30,494.0,83400.0,83713.53,EOD,73.20000000000005
