date,option_type,entry_time,entry_price,entry_strike,entry_spot,exit_time,exit_price,exit_strike,exit_spot,exit_reason,pnl
2026-02-04,CALL,2026-02-04 09:15:00+05:30,399.8,83400.0,83443.94,2026-02-04 09:16:00+05:30,412.5,83400.0,83491.86,Stop Loss,-12.699999999999989
2026-02-04,PUT,2026-02-04 09:15:00+05:30,345.8,83400.0,83443.94,2026-02-04 15:29:00+05:30,139.0,83400.0,83713.53,EOD,206.8
2026-02-04,CALL,2026-02-04 09:19:00+05:30,455.95,83400.0,83609.83,2026-02-04 09:20:00+05:30,490.25,83400.0,83668.81,Stop Loss,-34.30000000000001
2026-02-04,CALL,2026-02-04 09:21:00+05:30,450.5,83400.0,83621.57,2026-02-04 09:22:00+05:30,495.7,83400.0,83676.53,Stop Loss,-45.19999999999999
2026-02-04,CALL,2026-02-04 09:28:00+05:30,555.05,83400.0,83781.31,2026-02-04 09:31:00+05:30,592.75,83400.0,83847.51,Stop Loss,-37.700000000000045
2026-02-04,CALL,2026-02-04 09:32:00+05:30,595.15,83400.0,83857.53,2026-02-04 09:43:00+05:30,598.4,83400.0,83866.25,Stop Loss,-3.25
2026-02-04,CALL,2026-02-04 09:46:00+05:30,615.05,83400.0,83874.87,2026-02-04 14:17:00+05:30,617.75,83400.0,83874.76,Stop Loss,-2.7000000000000455
2026-02-04,CALL,2026-02-04 14:19:00+05:30,625.35,83400.0,83901.21,2026-02-04 14:20:00+05:30,636.0,83400.0,83919.48,Stop Loss,-10.649999999999977
2026-02-04,CALL,2026-02-04 14:22:00+05:30,619.4,83400.0,83908.18,2026-02-04 15:29:00+05:30,494.0,83400.0,83713.53,EOD,125.39999999999998
